1045512636|"HAPPY HOLIDAY'S WILL COMBINE SHIPPING !!!!!!!"
1045516588|"Oakwood, OH"
1045516919|"Douglas, WY"
1045520156|"** MY HOUSE **"
1045521656|"nj"
1045522967|"North Carolina"
1045523926|"Shandon Village"
1045524027|"Burbank, CA"
1045533758|"Rhode Island THE OCEAN STATE"
1045535889|"Venice, Fl."
1045541095|"CH-CH-CHICAGO"
1045543530|"Pittsburgh, PA"
1045546047|"Sunrise, FL"
1045548723|"NY Finger Lakes"
1045551724|"Seymour, Ct"
1045553108|"Maryland"
1045556104|"Odessa, TX"
1045556364|"Kearney, MO"
1045557193|"dorset"
1045558134|"South Bend, Nebraska"
1045560663|"Check out my other auctions!!"
1045562364|"Birmingham, AL"
1045568348|"North Carolina"
1045570474|"Johnstown, Pa."
1045570482|"New York"
1045570669|"Central Georgia"
1045573947|"Alabama"
1045577527|"COLORADO"
1045577561|"Bothell WA"
1045578379|"TupperUSA"
1045582030|"Honolulu"
1045584095|"TUCSON, ARIZONA"
1045584268|"MOODY"
1045585905|"N W PA"
1045585978|"Harrisburg,Pa"
1045586641|"CINCINNATI - ORIGINAL HOME OF RAIN MAN!"
1045588543|"Rhode Island"
1045590166|"Shamokin, PA"
1045591004|"Almena Wisconsin"
1045593599|"Southern California"
1045594176|"Water Row, MA"
1045596448|"HOME OF THE HEROES"
1045598437|"NEW JERSEY"
1045599241|"Westchester County"
1045601612|"Jefferson City, MO"
1045602125|"Scottsdale, Arizona"
1045602170|"New Jersey"
1045602986|"DAYTONA BCH FL"
1045604603|"Phantomas Lives!"
1045606939|"Tampa, Florida"
1045608236|"ESCANABA, MI"
1045609290|"Alpharetta"
1045609361|"Rochester"
1045612863|"NW PA"
1045615794|"Saginaw, Michigan"
1045615887|"God Bless the USA Texas"
1045617280|"Ellendale"
1045618119|"Cincinnati OH"
1045632120|"ND"
1045634599|"Yadkinville,NC.27055"
1045635023|"Danville"
1045641581|"Indiana"
1045647851|"SUNNY SAN DIEGO"
1045648841|"Central PA"
1045652705|"Near Disneyland, Ca."
1045653591|"Chicago, IL (No Pick-ups)"
1045655459|"West Hartford, CT"
1045655586|"Bismarck, ND"
1045655611|"Rochester,MN"
1045657358|"Bismarck, ND"
1045657408|"Bismarck, ND"
1045657799|"North Stonington, CT"
1045664346|"Bag End"
1045671817|"Amarillo, TX"
1045671883|"Providence, RI"
1045677283|"Phoenix"
1045677572|"TORRANCE"
1045678297|"Ogilvie,MN"
1045678903|"Canada"
1045679123|"Southbury CT"
1045680516|"Harrisburg, PA"
1045680577|"Odessa, Mo."
1045681492|"LAS VEGAS, NEVADA 89145"
1045681675|"Little Rock, AR"
1045683252|"Lake Charles, LA"
1045684594|"VALLEY OF THE SUN"
1045688690|"Heart Of The Midwest"
1045689513|"SUNNY FLORIDA"
1045692163|"Edgerton, Minnesota"
1045696657|"Beautiful Island of Oahu"
1045697315|"ebay powerseller!"
1045698576|"Scottsdale, AZ"
1045699221|"Rhode Island"
1045699348|"Pacific Northwest"
1045700537|"Marshall, MI"
1045702702|"Table Rock Lake"
1045703148|"BURLINGTON, NC"
1045704363|"Waterloo, Ontario"
1045705706|"Northern California"
1045710634|"Austin Texas"
1045711485|"USA"
1045716476|"Champaign, IL"
1045719451|"Northeast"
1045722461|"Panama City, FL"
1045722507|"Panama City, FL"
1045723239|"buffalo n.y."
1045723355|"BUY IT NOW AND STOP THE MADNESS!!"
1045724030|"MTN. HOME, ARKANSAS"
1045724759|"Englishtown, New Jersey"
1045725925|"rural southwest Indiana"
1045728189|"Lakewood, California"
1045728214|"Lakewood, California"
1045730799|"Providence"
1045731418|"Ann Arbor"
1045732786|"Land of OZ"
1045732931|"Grosse Pointe"
1045738337|"Pa"
1045739279|"ORANGE COUNTY"
1045742100|"York, PA Where Comics Come to Life"
1045743020|"near Lincoln, Nebraska ""Home of the Huskers"""
1045746374|"Indiana"
1045746742|"Maine"
1045747129|"Orlando"
1045747332|"South Jersey 08071"
1045748248|"PITTSBURGH"
1045748611|"MTN. HOME, ARKANSAS"
1045750612|"Rock and Roll City"
1045754011|"Iowa"
1045754969|"Hamilton, Ontario"
1045756299|"Bottle Country - Southeast Pennsylvania"
1045756410|"Utica, N.Y."
1045756544|"God bless the USA!"
1045757105|"St. Louis, MO"
1045757611|"Basket Town"
1045758137|"Oneonta, NY"
1045761123|"MAINE"
1045761545|"NE Ohio"
1045764509|"Hurst, TX"
1045767117|"Maine"
